num,player,time,reb,ast,ste,blo,tov,ppg,win,lose,win_rate,
1117,Otto Moore,24.800000,8.200000,1.600000,0.800000,0.200000,1.000000,8.200000,92.500000,166.000000,0.357834,
1118,Larry White,19.900000,1.600000,3.400000,0.800000,0.200000,1.000000,8.200000,92.500000,166.000000,0.357834,
1119,Bo Elias,22.300000,4.600000,1.400000,0.650000,0.350000,1.000000,8.200000,92.500000,166.000000,0.357834,
1120,Sean Ron,12.900000,4.700000,0.700000,0.500000,0.500000,0.700000,8.200000,5.000000,13.000000,0.277778,
1121,Danny Fortson,20.100000,7.200000,0.700000,0.400000,0.200000,1.500000,8.200000,167.000000,273.000000,0.379545,
1122,Larry Steele,24.200000,2.900000,2.800000,0.650000,0.150000,1.250000,8.200000,91.000000,157.500000,0.366197,
1123,Whiteuil Skuk,27.000000,3.300000,2.600000,0.650000,0.150000,1.250000,8.200000,91.000000,157.500000,0.366197,
1124,Caris & LUFT,21.600000,3.300000,1.900000,0.900000,0.100000,1.000000,8.200000,15.000000,42.000000,0.263158,
1125,Tony Allen,22.300000,3.600000,1.300000,1.400000,0.400000,1.400000,8.200000,480.000000,318.000000,0.601504,
1126,Ray Lamp,21.100000,4.250000,2.200000,0.950000,0.400000,1.250000,8.200000,363.000000,350.000000,0.509116,
1127,Chris Wilcox,19.900000,4.900000,0.700000,0.500000,0.400000,1.100000,8.200000,246.000000,382.000000,0.391720,
1128,Bob Carrington,21.800000,2.300000,1.500000,0.800000,0.300000,1.500000,8.200000,173.500000,287.500000,0.376356,
1129,Bob Hopkins,18.800000,5.600000,0.700000,0.800000,0.250000,1.400000,8.200000,173.500000,287.500000,0.376356,
1130,Dean Glover,20.900000,3.100000,1.500000,0.800000,0.200000,1.300000,8.200000,101.000000,193.000000,0.343537,
1131,Brad Davis,23.200000,1.800000,4.900000,0.800000,0.200000,1.400000,8.200000,324.500000,287.000000,0.530662,
1132,Dunn Kluh,23.450000,3.200000,1.500000,0.800000,0.350000,1.350000,8.200000,324.500000,287.000000,0.530662,
1133,Matt Barnes,23.700000,4.600000,1.800000,0.800000,0.500000,1.300000,8.200000,548.000000,381.000000,0.589882,
1134,Mirza Telitovich,17.900000,3.200000,0.800000,0.300000,0.300000,0.800000,8.200000,144.000000,170.000000,0.458599,
1135,Mark Blount,23.100000,4.600000,0.800000,0.500000,0.800000,1.500000,8.200000,240.000000,365.000000,0.396694,
1136,Luther Head,22.400000,2.400000,2.100000,0.700000,0.100000,1.300000,8.200000,173.000000,175.000000,0.497126,
1137,Bob LaVoie,22.500000,6.200000,1.500000,0.600000,0.850000,1.300000,8.200000,182.500000,168.000000,0.520685,
1138,Keown Clark,22.600000,5.900000,0.900000,0.500000,1.600000,1.300000,8.200000,192.000000,161.000000,0.543909,
1139,George Nostrand,22.150000,5.400000,0.800000,0.550000,0.850000,1.250000,8.200000,199.500000,187.000000,0.516171,
1140,Larry Krystkowiak,21.700000,4.900000,1.200000,0.600000,0.100000,1.200000,8.200000,207.000000,213.000000,0.492857,
1141,Guillermo Hernangoms,18.400000,7.000000,1.300000,0.600000,0.500000,1.400000,8.200000,27.000000,45.000000,0.375000,
1142,Hubert Davis,22.100000,1.500000,1.700000,0.400000,0.100000,0.900000,8.200000,356.000000,329.000000,0.519708,
1143,Archie Thys,16.300000,4.800000,0.700000,0.500000,0.300000,1.500000,8.100000,322.500000,273.500000,0.541107,
1144,Duff Soerensen,18.100000,4.700000,1.300000,0.500000,0.300000,1.500000,8.100000,322.500000,273.500000,0.541107,
1145,Charles Johnson,19.100000,2.500000,1.900000,0.500000,0.300000,1.500000,8.100000,322.500000,273.500000,0.541107,
1146,Jim Palmer,19.400000,5.300000,0.800000,0.500000,0.300000,1.500000,8.100000,322.500000,273.500000,0.541107,
1147,Dwight Jones,21.500000,5.900000,1.200000,0.600000,0.500000,1.500000,8.100000,322.500000,273.500000,0.541107,
1148,Eddie Jordan,20.300000,1.900000,3.800000,1.800000,0.200000,2.100000,8.100000,322.500000,273.500000,0.541107,
1149,Ken Murray,21.200000,3.300000,2.700000,1.150000,0.700000,1.550000,8.100000,322.500000,273.500000,0.541107,
1150,Jo Merryvillese,22.100000,5.600000,0.900000,0.500000,1.200000,1.550000,8.100000,322.500000,273.500000,0.541107,
1151,Carlos Delfino,22.800000,3.600000,1.700000,0.900000,0.200000,1.000000,8.100000,289.000000,218.000000,0.570020,
1152,Jimmy Darden,23.150000,4.950000,2.600000,0.750000,1.350000,1.150000,8.100000,346.500000,323.000000,0.517550,
1153,Sean Bradley,23.500000,6.300000,0.700000,0.600000,2.500000,1.300000,8.100000,404.000000,428.000000,0.485577,
1154,Will Bynum,18.400000,1.600000,3.300000,0.700000,0.100000,1.600000,8.100000,138.000000,222.000000,0.383333,
1155,Tom Macmillan,20.300000,4.000000,1.100000,0.300000,0.300000,1.350000,8.100000,366.000000,369.000000,0.497959,
1156,Jack Mcmahon,27.200000,2.700000,3.700000,0.500000,0.550000,1.350000,8.100000,366.000000,369.000000,0.497959,
1157,Kurt Thomas,24.500000,6.600000,1.100000,0.700000,0.800000,1.100000,8.100000,594.000000,516.000000,0.535135,
1158,Bulbs Ehlers,19.950000,4.850000,1.800000,0.850000,0.550000,0.900000,8.100000,417.500000,344.500000,0.547900,
1159,Jerry Chambers,15.400000,3.100000,0.800000,0.850000,0.550000,0.900000,8.100000,417.500000,344.500000,0.547900,
1160,Al Bianchi,19.900000,2.500000,2.200000,0.850000,0.550000,0.900000,8.100000,417.500000,344.500000,0.547900,
1161,Desmareis Carol,23.000000,3.800000,1.100000,1.000000,0.300000,0.700000,8.100000,241.000000,173.000000,0.582126,
1162,Osci Chektman,21.050000,2.600000,2.000000,0.950000,0.150000,1.200000,8.100000,184.000000,224.000000,0.450980,
1163,Butch Lee,19.100000,1.400000,3.200000,0.900000,0.000000,1.700000,8.100000,184.000000,224.000000,0.450980,
1164,Walt Budko,18.650000,1.450000,1.900000,0.700000,0.050000,1.600000,8.100000,184.000000,224.000000,0.450980,
1165,Terry Lee,18.200000,1.500000,2.600000,0.500000,0.100000,1.500000,8.000000,127.000000,275.000000,0.315920,
1166,Don Carlson,18.750000,1.450000,1.800000,0.600000,0.100000,1.400000,8.000000,90.500000,189.000000,0.323792,
1167,Billy Mcgini,19.300000,1.400000,3.500000,0.700000,0.100000,1.300000,8.000000,90.500000,189.000000,0.323792,
1168,Salim Stodemie,17.000000,1.400000,1.000000,0.400000,0.100000,1.000000,8.000000,54.000000,103.000000,0.343949,
1169,Cody Zele,22.900000,5.600000,1.300000,0.700000,0.800000,1.000000,8.000000,145.000000,134.000000,0.519713,
1170,Dick McGuire,19.950000,4.300000,5.700000,0.600000,0.550000,0.850000,8.000000,158.000000,119.500000,0.569369,
1171,Jeremy Lamb,17.000000,3.000000,1.100000,0.500000,0.300000,0.700000,8.000000,171.000000,105.000000,0.619565,
1172,Jim Krebs,20.700000,6.200000,0.800000,0.650000,0.250000,0.650000,8.000000,135.000000,94.500000,0.588235,
1173,Willy Weiss,18.400000,3.300000,1.800000,0.800000,0.200000,0.650000,8.000000,135.000000,94.500000,0.588235,
1174,Jim Paxson_,22.200000,4.500000,1.600000,0.500000,0.150000,0.650000,8.000000,135.000000,94.500000,0.588235,
1175,Doug McDermott,20.100000,2.300000,0.700000,0.200000,0.100000,0.600000,8.000000,99.000000,84.000000,0.540984,
1176,Gary Brokaw,19.600000,1.700000,3.000000,0.400000,0.300000,0.950000,8.000000,84.000000,60.000000,0.583333,
1177,Greg Oden,19.300000,6.200000,0.500000,0.400000,1.200000,1.300000,8.000000,69.000000,36.000000,0.657143,
1178,Silverst Grey,22.200000,5.200000,2.100000,0.700000,0.500000,1.900000,8.000000,10.000000,45.000000,0.181818,
1179,Glen Davis,21.200000,4.400000,0.900000,0.700000,0.300000,1.000000,8.000000,325.000000,189.000000,0.632296,
1180,Ron Reid,18.900000,6.400000,1.500000,0.850000,0.300000,1.100000,8.000000,444.500000,313.000000,0.586799,
1181,Stacy Augmon,21.600000,3.200000,1.600000,1.000000,0.300000,1.200000,8.000000,564.000000,437.000000,0.563437,
1182,Mike Dunleavy,19.200000,1.600000,3.900000,0.800000,0.100000,1.150000,8.000000,478.500000,390.500000,0.550633,
1183,Vladimir Radmanovi,21.900000,3.800000,1.400000,0.700000,0.400000,1.100000,8.000000,393.000000,344.000000,0.533243,
1184,Chuck Nobel,22.400000,2.600000,3.300000,0.700000,0.350000,1.100000,8.000000,216.500000,189.000000,0.533909,
1185,Lalfi Davis,21.300000,1.700000,2.800000,0.700000,0.350000,1.100000,8.000000,216.500000,189.000000,0.533909,
1186,Mike Saunders,19.100000,3.000000,1.400000,0.700000,0.300000,1.100000,8.000000,216.500000,189.000000,0.533909,
1187,Joerg Gaballosa,26.800000,4.700000,1.700000,1.100000,0.200000,0.900000,8.000000,40.000000,34.000000,0.540541,
1188,Doug Smith,19.700000,4.200000,1.400000,0.800000,0.500000,1.200000,8.000000,70.000000,226.000000,0.236486,
1189,Dale Davis,27.100000,7.900000,0.900000,0.600000,1.200000,1.000000,8.000000,641.000000,453.000000,0.585923,
1190,Marreese Speights,15.300000,4.200000,0.600000,0.300000,0.500000,0.900000,7.900000,400.000000,253.000000,0.612557,
1191,Lorenzen White,23.800000,6.300000,0.800000,0.600000,0.700000,1.100000,7.900000,312.000000,466.000000,0.401028,
1192,Kenny Gattison,20.100000,4.700000,0.900000,0.600000,0.700000,1.200000,7.900000,203.000000,291.000000,0.410931,
1193,Wayne Robinson,19.700000,3.600000,1.400000,0.600000,0.300000,1.800000,7.900000,225.000000,199.500000,0.530035,
1194,Tiago Sprit,19.200000,5.000000,1.200000,0.600000,0.600000,1.100000,7.900000,247.000000,108.000000,0.695775,
1195,Lasar Thompson,21.600000,6.800000,1.200000,0.800000,1.000000,1.700000,7.900000,400.000000,198.000000,0.668896,
1196,Karl Ramsey,17.100000,5.600000,0.900000,0.900000,0.600000,1.350000,7.900000,400.000000,198.000000,0.668896,
1197,Bryon Russell,23.500000,3.500000,1.300000,1.000000,0.200000,1.000000,7.900000,553.000000,288.000000,0.657551,
1198,Gary Grant,22.800000,2.300000,5.500000,1.500000,0.100000,2.300000,7.900000,243.000000,309.000000,0.440217,
1199,Alan Bristow,20.500000,4.000000,3.200000,0.800000,0.100000,1.750000,7.900000,208.500000,272.000000,0.433923,
1200,Wayne Cooper,20.600000,6.200000,0.900000,0.300000,1.600000,1.200000,7.900000,208.500000,272.000000,0.433923,
1201,Jordan Hill,18.800000,5.800000,0.800000,0.400000,0.700000,1.000000,7.900000,174.000000,235.000000,0.425428,
1202,Ariel Mahan,18.300000,4.350000,1.200000,0.450000,0.700000,1.050000,7.900000,133.000000,207.500000,0.390602,
1203,Charlie Yelverton,17.800000,2.900000,1.200000,0.450000,0.700000,1.050000,7.900000,133.000000,207.500000,0.390602,
1204,Yi Jianlian,22.200000,4.900000,0.700000,0.500000,0.700000,1.100000,7.900000,92.000000,180.000000,0.338235,
1205,Todd Richdi,17.900000,2.100000,1.400000,0.800000,0.200000,1.100000,7.900000,99.000000,138.000000,0.417722,
1206,Marquis Daniels,21.400000,2.800000,1.800000,0.900000,0.300000,1.200000,7.900000,312.000000,236.000000,0.569343,
1207,Al Selvi,21.700000,4.250000,3.200000,0.650000,0.400000,1.300000,7.900000,169.000000,158.500000,0.516031,
1208,Jeff Wilkins,22.000000,5.700000,1.000000,0.400000,0.500000,1.400000,7.900000,169.000000,158.500000,0.516031,
1209,Randa Hollis Jefferson,22.200000,5.700000,1.800000,1.100000,0.600000,1.300000,7.900000,26.000000,81.000000,0.242991,
1210,Pedrag Derobiak,19.900000,3.500000,0.800000,0.500000,0.400000,0.900000,7.900000,110.000000,168.000000,0.395683,
1211,Leon Douglas,22.200000,6.500000,1.100000,0.500000,0.700000,0.950000,7.900000,168.500000,245.500000,0.407005,
1212,Francisco Garcia,21.600000,2.500000,1.400000,0.800000,0.700000,1.000000,7.900000,227.000000,323.000000,0.412727,
1213,Weiss Marcus,20.000000,1.300000,4.200000,1.000000,0.200000,2.100000,7.900000,203.500000,275.000000,0.425287,
1214,Chase Budinger,19.700000,3.000000,1.200000,0.500000,0.200000,0.800000,7.900000,180.000000,227.000000,0.442260,
1215,Patrick Mills,16.900000,1.500000,2.200000,0.600000,0.100000,0.900000,7.900000,323.000000,118.000000,0.732426,
1216,Patrick Patterson,24.000000,4.700000,1.200000,0.600000,0.500000,0.800000,7.900000,275.000000,202.000000,0.576520,
1217,John Cox,23.100000,3.800000,1.900000,0.900000,0.350000,0.800000,7.800000,308.000000,181.500000,0.629213,
1218,Ronnie Brewer,23.000000,2.800000,1.600000,1.200000,0.200000,0.800000,7.800000,341.000000,161.000000,0.679283,
1219,Daniel Gibson,23.500000,2.000000,2.000000,0.600000,0.200000,0.900000,7.800000,210.000000,187.000000,0.528967,
1220,Sam Vincent,19.000000,2.100000,3.900000,0.700000,0.200000,1.700000,7.800000,202.000000,194.000000,0.510101,
1221,Ed Reid,18.350000,3.550000,1.900000,0.550000,0.900000,1.350000,7.800000,210.500000,234.000000,0.473566,
1222,JaVale McGee,17.700000,5.000000,0.300000,0.400000,1.600000,1.000000,7.800000,219.000000,274.000000,0.444219,
1223,Gary Melcioni,20.300000,2.400000,2.200000,0.600000,0.200000,0.900000,7.800000,121.000000,179.500000,0.402662,
1224,Richarn Holmes,17.500000,4.100000,0.800000,0.600000,0.900000,0.800000,7.800000,23.000000,85.000000,0.212963,
1225,Bob Sims,20.700000,2.800000,2.400000,0.700000,0.500000,1.200000,7.800000,56.000000,136.500000,0.290909,
1226,Jana Englund,20.900000,2.450000,0.900000,0.700000,0.500000,1.200000,7.800000,56.000000,136.500000,0.290909,
1227,Royer Serze,20.900000,2.450000,1.900000,0.700000,0.500000,1.200000,7.800000,56.000000,136.500000,0.290909,
1228,Khalid Lewis,21.100000,2.100000,3.200000,0.800000,0.100000,1.600000,7.800000,89.000000,188.000000,0.321300,
1229,Greg Smith,23.400000,6.200000,1.800000,0.700000,0.300000,1.350000,7.800000,206.500000,258.000000,0.444564,
1230,Alan Henderson,21.100000,5.000000,0.600000,0.600000,0.500000,1.100000,7.800000,324.000000,328.000000,0.496933,
1231,Olden Polynice,23.500000,6.700000,0.700000,0.500000,0.600000,1.100000,7.800000,530.000000,528.000000,0.500945,
1232,Fred Foster,17.400000,2.400000,1.100000,0.500000,0.450000,1.050000,7.800000,511.000000,433.000000,0.541314,
1233,Ed Stanzak,21.600000,4.650000,1.000000,0.500000,0.450000,1.050000,7.800000,511.000000,433.000000,0.541314,
1234,Udonis Haslem,25.800000,6.900000,0.900000,0.500000,0.300000,1.000000,7.800000,492.000000,338.000000,0.592771,
1235,Price Brookfield,22.000000,5.400000,2.200000,0.450000,0.200000,1.100000,7.800000,406.000000,435.000000,0.482759,
1236,Anthony Roberts,18.200000,3.900000,1.200000,0.400000,0.100000,1.200000,7.800000,406.000000,435.000000,0.482759,
1237,Bill Calhoun,21.700000,4.900000,2.300000,0.650000,0.150000,1.350000,7.800000,406.000000,435.000000,0.482759,
1238,John Janelli,25.200000,5.900000,1.500000,0.650000,0.150000,1.350000,7.800000,406.000000,435.000000,0.482759,
1239,Guy Sparro,17.200000,4.900000,0.900000,0.650000,0.150000,1.350000,7.800000,406.000000,435.000000,0.482759,
1240,Bimbo Coles,23.800000,2.100000,3.900000,0.900000,0.200000,1.500000,7.800000,320.000000,532.000000,0.375587,
1241,Sam Mark,19.400000,2.100000,1.300000,0.600000,0.100000,0.800000,7.800000,116.000000,143.000000,0.447876,
1242,Reggie Williams,18.100000,2.400000,1.500000,0.400000,0.100000,0.700000,7.800000,74.000000,132.000000,0.359223,
1243,Tariq Abdul-Wahad,20.400000,3.300000,1.100000,0.800000,0.400000,1.300000,7.800000,107.000000,129.000000,0.453390,
1244,Johnny Egan,20.300000,1.800000,3.000000,0.600000,0.200000,1.200000,7.800000,80.000000,170.500000,0.319361,
1245,John Macarthy,27.900000,3.600000,3.700000,0.600000,0.200000,1.200000,7.800000,80.000000,170.500000,0.319361,
1246,Rick Adelman,22.600000,2.400000,3.500000,0.600000,0.200000,1.200000,7.700000,80.000000,170.500000,0.319361,
1247,Sol Marijasin,20.100000,1.750000,1.400000,0.600000,0.200000,1.200000,7.700000,80.000000,170.500000,0.319361,
1248,Jon Sandward,17.600000,1.100000,2.900000,0.400000,0.000000,1.100000,7.700000,80.000000,170.500000,0.319361,
1249,Ollie Johnson,21.100000,3.300000,1.800000,0.500000,0.150000,0.950000,7.700000,80.000000,170.500000,0.319361,
1250,Hollis Thompson,24.300000,3.100000,1.100000,0.600000,0.300000,0.800000,7.700000,53.000000,212.000000,0.200000,
1251,Don Sandlach,23.300000,2.500000,2.000000,0.600000,0.300000,0.850000,7.700000,60.000000,173.000000,0.257511,
1252,Clyde Lee,26.800000,10.300000,1.100000,0.600000,0.300000,0.850000,7.700000,60.000000,173.000000,0.257511,
1253,Gerard Glass,16.700000,2.500000,1.500000,0.600000,0.300000,0.900000,7.700000,67.000000,134.000000,0.333333,
1254,Danny Schayes,19.300000,5.000000,1.100000,0.500000,0.700000,1.400000,7.700000,229.000000,316.000000,0.420183,
1255,Muggsy Boggess,28.600000,2.600000,7.600000,1.500000,0.000000,1.600000,7.700000,391.000000,498.000000,0.439820,
1256,Jordan Farmar,19.500000,1.900000,2.900000,0.800000,0.100000,1.400000,7.700000,282.000000,222.000000,0.559524,
1257,Bill Bntin,17.000000,6.000000,0.900000,0.600000,0.200000,1.350000,7.700000,229.500000,223.500000,0.506623,
1258,Jack Moran,18.000000,5.100000,1.200000,0.600000,0.200000,1.350000,7.700000,229.500000,223.500000,0.506623,
1259,Tom Boswell,19.300000,4.700000,1.600000,0.400000,0.300000,1.350000,7.700000,229.500000,223.500000,0.506623,
1260,Tyrus Thomas,19.700000,4.800000,0.900000,0.800000,1.300000,1.300000,7.700000,177.000000,225.000000,0.440299,
1261,Samuel Dalembert,24.400000,7.800000,0.500000,0.500000,1.700000,1.400000,7.700000,393.000000,493.000000,0.443567,
1262,Machand Brooks,17.600000,2.200000,1.400000,0.600000,0.200000,1.300000,7.700000,72.000000,92.000000,0.439024,
1263,Walter Kirk,17.550000,2.500000,2.100000,0.500000,0.850000,1.250000,7.700000,97.000000,142.500000,0.405010,
1264,Bob Carpenter,17.550000,2.500000,1.400000,0.500000,0.850000,1.250000,7.700000,97.000000,142.500000,0.405010,
1265,Bud Stallworth,17.500000,2.800000,0.700000,0.500000,0.850000,1.250000,7.700000,97.000000,142.500000,0.405010,
1266,John Hanson,19.000000,5.100000,1.000000,0.400000,1.500000,1.200000,7.700000,122.000000,193.000000,0.387302,
1267,Paul Walther,17.850000,3.250000,2.600000,0.550000,0.800000,1.300000,7.700000,147.000000,219.500000,0.401091,
1268,Michael Evans,16.700000,1.400000,2.600000,0.700000,0.100000,1.400000,7.700000,147.000000,219.500000,0.401091,
1269,Mari Will,22.250000,3.550000,1.900000,0.950000,0.150000,1.250000,7.700000,147.000000,219.500000,0.401091,
1270,PJ Tucker,27.800000,5.700000,1.600000,1.200000,0.200000,1.100000,7.700000,172.000000,246.000000,0.411483,
1271,Bob Weiss,22.100000,1.800000,3.700000,1.100000,0.100000,1.400000,7.600000,141.500000,180.500000,0.439441,
1272,Teus Adni,21.000000,1.700000,4.000000,1.000000,0.000000,1.700000,7.600000,111.000000,115.000000,0.491150,
1273,Craig Smith,16.900000,3.900000,0.800000,0.500000,0.200000,1.000000,7.600000,134.000000,269.000000,0.332506,
1274,Erwin Muller,22.400000,4.800000,2.000000,0.600000,0.200000,0.950000,7.600000,181.000000,224.500000,0.446363,
1275,Shannon Brown,18.000000,1.900000,1.100000,0.700000,0.200000,0.900000,7.600000,228.000000,180.000000,0.558824,
1276,Toney Douglas,19.100000,2.200000,2.300000,0.900000,0.100000,1.000000,7.600000,196.000000,198.000000,0.497462,
1277,Henry Sims,18.900000,5.000000,1.000000,0.600000,0.500000,1.100000,7.600000,27.000000,108.000000,0.200000,
1278,John Yezerskyi,23.250000,4.500000,1.300000,0.700000,0.350000,0.800000,7.600000,15.000000,58.000000,0.205479,
1279,Kasib Powell,27.600000,4.000000,1.600000,0.800000,0.200000,0.500000,7.600000,3.000000,8.000000,0.272727,
1280,Willy Callie Stein,20.000000,4.900000,0.800000,0.700000,0.800000,0.800000,7.600000,55.000000,86.000000,0.390071,
1281,Rich Caire,21.800000,7.000000,2.600000,0.900000,0.900000,1.250000,7.600000,111.000000,150.000000,0.425287,
1282,Tom Ragrad,19.900000,5.100000,1.500000,0.300000,0.400000,1.700000,7.600000,111.000000,150.000000,0.425287,
1283,John Wallace,16.100000,2.800000,0.700000,0.400000,0.600000,1.200000,7.600000,167.000000,214.000000,0.438320,
1284,Isaac Austin,19.300000,4.700000,1.200000,0.500000,0.500000,1.600000,7.600000,227.000000,205.000000,0.525463,
1285,Antonio Daniels,22.600000,1.900000,3.400000,0.600000,0.100000,1.100000,7.600000,493.000000,378.000000,0.566016,
1286,Diederick Willoughby,20.300000,2.000000,2.600000,0.900000,0.100000,1.500000,7.600000,2.000000,23.000000,0.080000,
1287,Travis Best,21.400000,1.800000,3.500000,0.900000,0.100000,1.300000,7.600000,386.000000,322.000000,0.545198,
1288,Jack Kelis,18.800000,1.500000,2.500000,0.700000,0.100000,1.000000,7.600000,284.000000,238.000000,0.544061,
1289,Mike Glenn,16.200000,1.200000,1.600000,0.500000,0.100000,0.700000,7.600000,284.000000,238.000000,0.544061,
1290,Cedric Hodges,20.500000,5.900000,1.200000,0.400000,0.300000,1.600000,7.600000,284.000000,238.000000,0.544061,
1291,Rumil Robinson,18.100000,1.800000,3.500000,0.900000,0.200000,1.700000,7.600000,182.000000,154.000000,0.541667,
1292,Herm Shaev,18.150000,1.750000,3.200000,0.700000,0.200000,1.500000,7.600000,173.000000,185.500000,0.482566,
1293,James Robinson,18.200000,1.700000,1.900000,0.500000,0.200000,1.300000,7.600000,164.000000,217.000000,0.430446,
1294,Duff Minor,27.300000,4.500000,2.500000,0.450000,0.200000,1.450000,7.600000,192.000000,249.000000,0.435374,
1295,Rick Robey,17.900000,4.700000,1.200000,0.400000,0.200000,1.600000,7.600000,192.000000,249.000000,0.435374,
1296,Rod Foster,16.600000,1.200000,2.300000,0.700000,0.000000,1.400000,7.500000,192.000000,249.000000,0.435374,
1297,Eric Strickland,20.300000,2.600000,2.400000,0.800000,0.100000,1.300000,7.500000,220.000000,281.000000,0.439122,
1298,Harry Zeller,18.000000,2.750000,0.600000,0.750000,0.550000,1.300000,7.500000,208.500000,197.500000,0.513547,
1299,Bob Volik,15.700000,2.900000,2.000000,0.750000,0.550000,1.300000,7.500000,208.500000,197.500000,0.513547,
1300,Steven Adams,23.700000,6.400000,0.800000,0.700000,1.000000,1.300000,7.500000,197.000000,114.000000,0.633441,
1301,Rasul Butler,21.300000,2.400000,0.800000,0.400000,0.500000,0.700000,7.500000,422.000000,387.000000,0.521632,
1302,James Johnson,19.700000,3.400000,1.800000,0.800000,1.000000,1.400000,7.500000,231.000000,243.000000,0.487342,
1303,George kraft,19.950000,2.750000,1.900000,0.650000,0.550000,1.050000,7.500000,206.000000,288.500000,0.416582,
1304,Wayne Ellington,20.200000,2.100000,1.100000,0.500000,0.100000,0.700000,7.500000,181.000000,334.000000,0.351456,
1305,Al Rogers,25.500000,2.800000,2.100000,0.500000,0.100000,0.750000,7.500000,232.000000,420.000000,0.355828,
1306,George Lee,17.400000,4.200000,0.900000,0.500000,0.100000,0.750000,7.500000,232.000000,420.000000,0.355828,
1307,Eric Piatkowski,18.500000,2.200000,1.000000,0.500000,0.100000,0.800000,7.500000,283.000000,506.000000,0.358682,
1308,Jim Muni,29.400000,3.900000,1.900000,0.500000,0.200000,1.000000,7.500000,172.000000,335.500000,0.338916,
1309,Nick Stauskas,22.700000,2.200000,1.700000,0.500000,0.300000,1.200000,7.500000,61.000000,165.000000,0.269912,
1310,Mark Ararick,16.900000,3.400000,1.100000,0.400000,0.300000,1.000000,7.500000,140.000000,185.000000,0.430769,
1311,Chris Mim,20.100000,5.300000,0.500000,0.300000,1.000000,1.200000,7.500000,179.000000,257.000000,0.410550,
1312,Sidney Green,19.500000,6.100000,0.900000,0.500000,0.300000,1.500000,7.500000,93.500000,143.500000,0.394515,
1313,Ivica Zubats,16.100000,4.200000,0.800000,0.400000,0.900000,0.800000,7.500000,8.000000,30.000000,0.210526,
1314,Eddie House,17.300000,1.700000,1.600000,0.700000,0.100000,0.800000,7.500000,392.000000,325.000000,0.546722,
1315,Willy Norwood,17.100000,3.700000,0.800000,0.650000,0.550000,0.950000,7.500000,385.500000,345.500000,0.527360,
1316,Amir Johnson,22.300000,5.700000,1.200000,0.600000,1.000000,1.100000,7.500000,379.000000,366.000000,0.508725,
1317,Fred Jones,24.000000,2.200000,2.300000,0.800000,0.300000,1.200000,7.500000,200.000000,230.000000,0.465116,
1318,Adam Morrison,20.400000,2.100000,1.400000,0.200000,0.100000,1.100000,7.500000,76.000000,85.000000,0.472050,
1319,Wesley Johnson,23.100000,3.300000,1.100000,0.800000,0.700000,0.900000,7.500000,195.000000,302.000000,0.392354,
1320,Jerome Dyson,20.000000,2.100000,2.000000,1.200000,0.200000,2.200000,7.400000,6.000000,3.000000,0.666667,
1321,Mike Gail,24.700000,2.500000,4.300000,1.900000,0.400000,2.050000,7.400000,11.500000,29.500000,0.280488,
1322,Isiah White Hyde,22.500000,2.500000,2.600000,0.600000,0.500000,1.900000,7.400000,17.000000,56.000000,0.232877,
1323,john brown,20.800000,4.400000,1.400000,0.500000,0.200000,1.500000,7.400000,113.000000,142.500000,0.442270,
1324,Jeff Crell,18.900000,3.000000,1.400000,0.600000,0.100000,1.100000,7.400000,209.000000,229.000000,0.477169,
1325,Morris Haklis,23.300000,3.700000,0.900000,1.000000,0.600000,0.900000,7.400000,127.000000,229.000000,0.356742,
1326,Randy Wittman,21.400000,1.400000,2.200000,0.500000,0.100000,0.800000,7.400000,115.500000,197.500000,0.369010,
1327,Larry Stuart,20.100000,4.000000,1.300000,0.500000,0.400000,1.300000,7.400000,104.000000,166.000000,0.385185,
1328,Clifford Ray,25.400000,8.900000,2.200000,0.500000,0.400000,1.200000,7.400000,96.500000,128.000000,0.429844,
1329,Jamichael Green,20.700000,5.400000,0.900000,0.500000,0.400000,1.100000,7.400000,89.000000,90.000000,0.497207,
1330,Sebastian Telfair,21.500000,1.600000,3.500000,0.700000,0.100000,1.500000,7.400000,178.000000,386.000000,0.315603,
1331,Randy White,19.200000,4.900000,0.600000,0.700000,0.500000,1.300000,7.400000,78.000000,203.000000,0.277580,
1332,K.C. Jones,25.900000,3.500000,4.300000,0.650000,0.400000,1.300000,7.400000,73.000000,158.500000,0.315335,
1333,Alexei Shevid,18.000000,2.000000,2.500000,0.600000,0.300000,1.300000,7.400000,68.000000,114.000000,0.373626,
1334,Willy Jones,16.800000,2.800000,2.000000,0.700000,0.300000,1.300000,7.400000,241.500000,209.000000,0.536071,
1335,Shandon Anderson,22.200000,3.100000,1.400000,0.800000,0.300000,1.300000,7.400000,415.000000,304.000000,0.577191,
1336,Erick Dampier,24.300000,7.100000,0.800000,0.300000,1.400000,1.500000,7.400000,515.000000,472.000000,0.521783,
1337,John Trapp,17.500000,4.500000,1.000000,0.750000,0.800000,1.400000,7.400000,471.000000,419.000000,0.529213,
1338,Aaron Maggie,24.200000,3.300000,2.700000,1.200000,0.200000,1.300000,7.400000,427.000000,366.000000,0.538462,
1339,Pat Riley,15.500000,1.600000,1.700000,1.200000,0.200000,1.250000,7.400000,324.000000,257.500000,0.557180,
1340,Iman sweet Alpert,25.600000,3.400000,1.900000,1.200000,0.200000,1.200000,7.400000,221.000000,149.000000,0.597297,
